,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
1827,"[{'preferredName': 'Weimin Fan', 'normalizedName': 'W. Fan', 'firstName': 'Weimin', 'lastName': 'Fan', 'searchablePreferredName': 'Weimin Fan', 'id': 37085994094}]",7870937,20-22 Aug. 2016,7879654,Optimization research of spatial query algorithm — EIWQE for WiMax mesh network,46,"The information capture of spatial node is the main application of mobile relaying Mesh Network. Due to the insufficiency of existing spatial [::query::] algorithm IWQE and EIWQE, this paper proposes an optimized spatial [::query::] algorithm EI2WQE based on neighbor transfer and redundancy recovery. It utilizes the broadcasting nature of wireless signal to receive neighbor node of the broadcastin...",Conferences,['CHN'],ENGI
1828,"[{'preferredName': 'Kefeng Xuan', 'normalizedName': 'K. Xuan', 'firstName': 'Kefeng', 'lastName': 'Xuan', 'searchablePreferredName': 'Kefeng Xuan', 'id': 37573074200}, {'preferredName': 'Geng Zhao', 'normalizedName': 'G. Zhao', 'firstName': 'Geng', 'lastName': 'Zhao', 'searchablePreferredName': 'Geng Zhao', 'id': 37576369400}, {'preferredName': 'David Taniar', 'normalizedName': 'D. Taniar', 'firstName': 'David', 'lastName': 'Taniar', 'searchablePreferredName': 'David Taniar', 'id': 37319898300}, {'preferredName': 'Bala Srinivasan', 'normalizedName': 'B. Srinivasan', 'firstName': 'Bala', 'lastName': 'Srinivasan', 'searchablePreferredName': 'Bala Srinivasan', 'id': 37296194100}]",4724286,8-10 Dec. 2008,4724340,Continuous Range Search Query Processing in Mobile Navigation,379,"Range search [::query::] processing has become one of the most important technologies in spatial and mobile databases. Most literature focuses on static range search extended from one point on both Euclidean distance and actual network distance, but there are only a few methods which can properly solve the problem for moving users, such as searching objects of interest on a road within a certain r...",Conferences,"['AUS', 'AUS', 'AUS', 'AUS']",ENGI
1829,"[{'preferredName': 'Guobin Li', 'normalizedName': 'Guobin Li', 'lastName': 'Guobin Li', 'searchablePreferredName': 'Guobin Li', 'id': 37087256350}, {'preferredName': 'Guiling Wang', 'normalizedName': 'Guiling Wang', 'lastName': 'Guiling Wang', 'searchablePreferredName': 'Guiling Wang', 'id': 37087181694}]",4976857,11-12 April 2009,5054570,Research on optimized spatial data query algorithm in the spatial database,323,"Spatial objects are stored in the spatial database, which are expressed by spatial data and attribute data. Spatial data depicts the information about the location and shape of the spatial data, etc. Attribute data also expresses the non-spatial information about name and special attributes of the spatial object, etc. As the high volume of the spatial data and the complexity of spatial [::query::]...",Conferences,"['CHN', 'USA']",ENGI
1830,"[{'preferredName': 'Yang Li', 'normalizedName': 'Y. Li', 'firstName': 'Yang', 'lastName': 'Li', 'searchablePreferredName': 'Yang Li', 'id': 37088411034}, {'preferredName': 'Gang Liu', 'normalizedName': 'G. Liu', 'firstName': 'Gang', 'lastName': 'Liu', 'searchablePreferredName': 'Gang Liu', 'id': 37540050300}]",9093725,20-24 April 2020,9101355,Area Queries Based on Voronoi Diagrams,220,"Area [::query::], to find all elements contained in a specified area from a certain set of spatial objects, is a very important spatial [::query::] widely required in various fields. A number of approaches have been proposed to implement this [::query::], the best known of which is to obtain a rough candidate set through spatial indexes and then refine the candidates through geometric validations ...",Conferences,"['CHN', 'CHN']",ENGI
1831,"[{'preferredName': 'Amit Singh', 'normalizedName': 'A. Singh', 'firstName': 'Amit', 'lastName': 'Singh', 'searchablePreferredName': 'Amit Singh', 'id': 38254826700}, {'preferredName': 'N. Parimala', 'normalizedName': 'N. Parimala', 'firstName': 'N.', 'lastName': 'Parimala', 'searchablePreferredName': 'N. Parimala', 'id': 37085959634}]",7111681,7-8 Dec. 2014,7119537,Recommending Next Query in an OLAP Session,116,"Invariably, users formulate a sequence of OLAP [::queries::], referred to as a session, in order to arrive at the intended analysis of the data in a data warehouse. Formulating this sequence is considered a formidable task. OLAP [::query::] recommendation addresses the formulation of the next [::query::] in an ongoing session. In this paper, to recommend the next [::query::] to the user, we apply ...",Conferences,"['IOT', 'IOT']",ENGI
1832,"[{'preferredName': 'Ruixia Li', 'normalizedName': 'R. Li', 'firstName': 'Ruixia', 'lastName': 'Li', 'searchablePreferredName': 'Ruixia Li', 'id': 38477988000}, {'preferredName': 'Shoubao Su', 'normalizedName': 'S. Su', 'firstName': 'Shoubao', 'lastName': 'Su', 'searchablePreferredName': 'Shoubao Su', 'id': 37406998200}]",6299182,17-19 Aug. 2012,6300491,Fuzzy Query Based on XML Element and Correlation,60,"A new approach based on XML element and correlation was proposed to reflect users&#39; fuzzy [::query::] intention. Based on the fuzzy sets theory, a fuzzy extension of XPath [::query::] expression was proposed, which can be expressed exploiting fuzzy predicates. Then fuzzy [::query::] relaxations were provided to get more [::querying::] results, which satisfy users&#39; [::query::] requests. The proposed...",Conferences,"['CHN', 'CHN']",ENGI
1833,"[{'preferredName': 'Edwin Thuma', 'normalizedName': 'E. Thuma', 'firstName': 'Edwin', 'lastName': 'Thuma', 'searchablePreferredName': 'Edwin Thuma', 'id': 37086176371}, {'preferredName': 'Nkwebi Peace Motlogelwa', 'normalizedName': 'N. P. Motlogelwa', 'firstName': 'Nkwebi Peace', 'lastName': 'Motlogelwa', 'searchablePreferredName': 'Nkwebi Peace Motlogelwa', 'id': 37086590851}, {'preferredName': 'Tebo Leburu-Dingalo', 'normalizedName': 'T. Leburu-Dingalo', 'firstName': 'Tebo', 'lastName': 'Leburu-Dingalo', 'searchablePreferredName': 'Tebo Leburu-Dingalo', 'id': 37087062038}, {'preferredName': 'Monkgogi Mudongo', 'normalizedName': 'M. Mudongo', 'firstName': 'Monkgogi', 'lastName': 'Mudongo', 'searchablePreferredName': 'Monkgogi Mudongo', 'id': 37087057007}]",8882365,19-21 Sept. 2019,8883643,Query Reduction for an Effective Japanese Statute Law Retrieval,53,"In this study we investigate whether reducing very long Japanese Statute Law [::queries::] can improve the retrieval effectiveness of the Japanese civil law articles. In particular, we deploy two different [::query::] reduction techniques. In the first approach, we generate [::query::] terms by extracting key concepts from the original [::query::] using TagCrowd to create tag clouds. In order to t...",Conferences,"['BWA', 'BWA', 'BWA', 'BWA']",ENGI
1834,"[{'preferredName': 'Bassam Haddad', 'normalizedName': 'B. Haddad', 'firstName': 'Bassam', 'lastName': 'Haddad', 'searchablePreferredName': 'Bassam Haddad', 'id': 38547070800}, {'preferredName': 'Nuha El-Khalili', 'normalizedName': 'N. El-Khalili', 'firstName': 'Nuha', 'lastName': 'El-Khalili', 'searchablePreferredName': 'Nuha El-Khalili', 'id': 37085471603}, {'preferredName': 'Mamoun Hattab', 'normalizedName': 'M. Hattab', 'firstName': 'Mamoun', 'lastName': 'Hattab', 'searchablePreferredName': 'Mamoun Hattab', 'id': 37085453604}]",7006293,5-7 Nov. 2014,7020463,A Cognitive Query Model for Arabic based on probabilistic associative morpho-phonetic Sub-Networks,39,"This paper is discussing some novel aspects related to formalizing a Cognitive [::Query::] Model for Arabic based on constructing [::query::] associative morpho-phonetic Sub-Networks in the context of Arabic [::query::] analysis and expansion. As Humans tend to use limited number of words with possibly incomplete and ambiguous representation for requesting information, predicting the intended info...",Conferences,"['JOR', 'JOR', 'JOR']",ENGI
1835,"[{'preferredName': 'Nhon V. Do', 'normalizedName': 'N. V. Do', 'firstName': 'Nhon V.', 'lastName': 'Do', 'searchablePreferredName': 'Nhon V. Do', 'id': 37605703500}, {'preferredName': 'Thanh T. Mai', 'normalizedName': 'T. T. Mai', 'firstName': 'Thanh T.', 'lastName': 'Mai', 'searchablePreferredName': 'Thanh T. Mai', 'id': 37085625848}]",10471760,23-25 Dec. 2023,10471842,A Knowledge Representation Model for Designing the Knowledge Querying System in Programming Language C/C++,2,"Knowledge [::querying::] support systems need to assist users in [::querying::] the knowledge, relationships, or combination of multiple requirements. A proper knowledge representation model and the well-structured [::query::] language play important roles in the developing the knowledge [::querying::] systems. There are knowledge representation models and systems that support the [::querying::] o...",Conferences,"[None, None]",ENGI
1836,"[{'preferredName': 'Munir Ahmad', 'normalizedName': 'M. Ahmad', 'firstName': 'Munir', 'lastName': 'Ahmad', 'searchablePreferredName': 'Munir Ahmad', 'id': 37587421700}, {'preferredName': 'Muhammad Abdul Qadir', 'normalizedName': 'M. A. Qadir', 'firstName': 'Muhammad Abdul', 'lastName': 'Qadir', 'searchablePreferredName': 'Muhammad Abdul Qadir', 'id': 37297441000}, {'preferredName': 'Muhammad Sanaullah', 'normalizedName': 'M. Sanaullah', 'firstName': 'Muhammad', 'lastName': 'Sanaullah', 'searchablePreferredName': 'Muhammad Sanaullah', 'id': 37089041333}, {'preferredName': 'Muhammad Farhan Bashir', 'normalizedName': 'M. F. Bashir', 'firstName': 'Muhammad Farhan', 'lastName': 'Bashir', 'searchablePreferredName': 'Muhammad Farhan Bashir', 'id': 37297442800}]",4850420,17-18 Feb. 2009,4909246,An efficient query matching algorithm for relational data semantic cache,191,"Data access latency can be reduced for databases by using caching. Semantic caching enhances the performance of normal caching by locally answering the partially overlapped [::queries::]. [::Query::] processing (generation of probe and remainder [::query::] from the incoming [::queries::]) and cache management need to be addressed in its totality to really enjoy these benefits. That is, there is a...",Conferences,"['PAK', 'PAK', 'ITA', 'PAK']",ENGI
1837,"[{'preferredName': 'Kahkashan Tabassum', 'normalizedName': 'K. Tabassum', 'firstName': 'Kahkashan', 'lastName': 'Tabassum', 'searchablePreferredName': 'Kahkashan Tabassum', 'id': 37974618100}, {'preferredName': 'Maniza Hijab', 'normalizedName': 'M. Hijab', 'firstName': 'Maniza', 'lastName': 'Hijab', 'searchablePreferredName': 'Maniza Hijab', 'id': 37974618600}, {'preferredName': 'A. Damodaram', 'normalizedName': 'A. Damodaram', 'firstName': 'A.', 'lastName': 'Damodaram', 'searchablePreferredName': 'A. Damodaram', 'id': 37392069100}]",5473909,23-25 April 2010,5474502,"Location Dependent Query Processing – Issues, Challenges and Applications",376,"The growth in the number of mobile users is motivating the new technology of mobile computing to offer many new types of services like location-based services that pose many challenging problems for location-dependent [::query::] processing and data management. In this paper, we discuss the various challenges in distributed processing of location-dependent continuous [::queries::] in a mobile envi...",Conferences,"[None, 'IOT', 'IOT']",ENGI
1838,"[{'preferredName': 'M.G. Farahani', 'normalizedName': 'M. G. Farahani', 'firstName': 'M.G.', 'lastName': 'Farahani', 'searchablePreferredName': 'M.G. Farahani', 'id': 38033581600}, {'preferredName': 'M. Sharifnejad', 'normalizedName': 'M. Sharifnejad', 'firstName': 'M.', 'lastName': 'Sharifnejad', 'searchablePreferredName': 'M. Sharifnejad', 'id': 37658974800}, {'preferredName': 'M. Sharifi', 'normalizedName': 'M. Sharifi', 'firstName': 'M.', 'lastName': 'Sharifi', 'searchablePreferredName': 'M. Sharifi', 'id': 37296978500}]",11100,24-28 April 2006,1684919,An Enhanced Tuple Routing Strategy for Adaptive Processing of Continuous Queries,42,"Work on efficient processing of long running [::queries::] on data flows has attracted much attention nowadays in modern data base management systems. The [::query::] optimizer within every [::query::] processing engine uses statistical properties to select an efficient execution plan. Since many application programs work with data flows, in a [::query::] processing engine which supports long runn...",Conferences,"['IRN', 'IRN', 'IRN']",ENGI
1839,"[{'preferredName': 'Han Ke', 'normalizedName': 'Han Ke', 'lastName': 'Han Ke', 'searchablePreferredName': 'Han Ke', 'id': 37087248914}]",5351119,20-22 Nov. 2009,5358127,Two-phase query optimization in mobile Ad Hoc wireless networks,115,"This paper investigates multi join [::queries::] in ad hoc wireless networks. A two-phase [::query::] optimization method is presented, which optimizes a [::query::] with two phases. First, it optimizes middle result of a [::query::] and produces optimal join sequence, which makes account of transmission data minimum. Second, the join tree from first phase is separated into several sub [::queries:...",Conferences,['CHN'],ENGI
1840,"[{'preferredName': 'Zhisheng Huang', 'normalizedName': 'Z. Huang', 'firstName': 'Zhisheng', 'lastName': 'Huang', 'searchablePreferredName': 'Zhisheng Huang', 'id': 37089657651}, {'preferredName': 'Xiai Yan', 'normalizedName': 'X. Yan', 'firstName': 'Xiai', 'lastName': 'Yan', 'searchablePreferredName': 'Xiai Yan', 'id': 37068644500}, {'preferredName': 'Yaping Lin', 'normalizedName': 'Y. Lin', 'firstName': 'Yaping', 'lastName': 'Lin', 'searchablePreferredName': 'Yaping Lin', 'id': 37279535100}, {'preferredName': 'Zhou Xu', 'normalizedName': 'Z. Xu', 'firstName': 'Zhou', 'lastName': 'Xu', 'searchablePreferredName': 'Zhou Xu', 'id': 37086550006}, {'preferredName': 'Feng Lin', 'normalizedName': 'F. Lin', 'firstName': 'Feng', 'lastName': 'Lin', 'searchablePreferredName': 'Feng Lin', 'id': 37086549853}]",6287639,2018,8541119,A Secure and Efficient Privacy-Preserving Range Query Scheme in Location-Based Services,638,"With the rapid development of wireless communications and mobile devices with location capability, location-based services (LBS) have been extensively used in almost all social and business domains. In terms of privacy and efficiency, there are two main limitations in the existing work that have to be addressed. First, they fail to preserve the location and content privacy simultaneously. Second, ...",Journals,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN']",ENGI
1841,"[{'preferredName': 'Priya Pujari', 'normalizedName': 'P. Pujari', 'firstName': 'Priya', 'lastName': 'Pujari', 'searchablePreferredName': 'Priya Pujari', 'id': 37086035818}, {'preferredName': 'Roshani Ade', 'normalizedName': 'R. Ade', 'firstName': 'Roshani', 'lastName': 'Ade', 'searchablePreferredName': 'Roshani Ade', 'id': 37085341891}]",7856390,12-13 Aug. 2016,7860009,Enhancing performance of keyword query over structured data,53,Keyword [::query::] applies to the database which accommodate structured data provide a search option over text attributes that uses a probability based ranking technique but [::query::] facing the issue of poor quality results. The keyword matches with multiple entities because the user does not provide exact data from which we can get better [::query::] results. Previous work analyze reasons beh...,Conferences,"[None, None]",ENGI
1842,"[{'preferredName': 'Alexander Hogenboom', 'normalizedName': 'A. Hogenboom', 'firstName': 'Alexander', 'lastName': 'Hogenboom', 'searchablePreferredName': 'Alexander Hogenboom', 'id': 37596060700}, {'preferredName': 'Ewout Niewenhuijse', 'normalizedName': 'E. Niewenhuijse', 'firstName': 'Ewout', 'lastName': 'Niewenhuijse', 'searchablePreferredName': 'Ewout Niewenhuijse', 'id': 38667231300}, {'preferredName': 'Frederik Hogenboom', 'normalizedName': 'F. Hogenboom', 'firstName': 'Frederik', 'lastName': 'Hogenboom', 'searchablePreferredName': 'Frederik Hogenboom', 'id': 37596059900}, {'preferredName': 'Flavius Frasincar', 'normalizedName': 'F. Frasincar', 'firstName': 'Flavius', 'lastName': 'Frasincar', 'searchablePreferredName': 'Flavius Frasincar', 'id': 37591176200}]",6511123,4-7 Dec. 2012,6511868,RCQ-ACS: RDF Chain Query Optimization Using an Ant Colony System,47,"In order to effectively and efficiently disclose the ever-growing amount of widely distributed RDF data to demanding users in real-time environments, RDF [::query::] engines need to optimize the join order of partial [::query::] results. For this, a two-phase optimization (2PO) algorithm and a genetic algorithm (GA) have already been proposed. We propose an alternative approach - an ant colony sys...",Conferences,"['NLD', 'NLD', 'NLD', 'NLD']",ENGI
1843,"[{'preferredName': 'Nirmala Parisutham', 'normalizedName': 'N. Parisutham', 'firstName': 'Nirmala', 'lastName': 'Parisutham', 'searchablePreferredName': 'Nirmala Parisutham', 'id': 37085801378}, {'preferredName': 'Nadarajan Rethnasamy', 'normalizedName': 'N. Rethnasamy', 'firstName': 'Nadarajan', 'lastName': 'Rethnasamy', 'searchablePreferredName': 'Nadarajan Rethnasamy', 'id': 37085807302}]",7435615,5-10 Jan. 2016,7439954,An algorithm to search edge relaxed query graph with minimum support threshold in large communication networks,55,"With the increasing scale and complexity of today&#39;s communication network, it is becoming more essential to find the frequent subgraph of a time series of communication network to predict the nodes which are often involved in the communication. This knowledge is useful in devising new routing algorithms, and understanding the frequent communication patterns. It is often required to determine the f...",Conferences,"['IOT', 'IOT']",ENGI
1844,"[{'preferredName': 'Peng Wen', 'normalizedName': 'Peng Wen', 'lastName': 'Peng Wen', 'searchablePreferredName': 'Peng Wen', 'id': 37088305101}, {'preferredName': 'Shi Ying', 'normalizedName': 'Shi Ying', 'lastName': 'Shi Ying', 'searchablePreferredName': 'Shi Ying', 'id': 37087153935}, {'preferredName': 'Xuhui Li', 'normalizedName': 'Xuhui Li', 'lastName': 'Xuhui Li', 'searchablePreferredName': 'Xuhui Li', 'id': 37087264060}, {'preferredName': 'Libing Wu', 'normalizedName': 'Libing Wu', 'lastName': 'Libing Wu', 'searchablePreferredName': 'Libing Wu', 'id': 37087213374}, {'preferredName': 'Rui Cai', 'normalizedName': 'Rui Cai', 'lastName': 'Rui Cai', 'searchablePreferredName': 'Rui Cai', 'id': 37087207430}]",6596204,23-25 May 2013,6615250,Towards set-oriented recursive XML query in pattern-based logic views,47,"Recursive [::query::] is an interesting and subtle topic in XML [::query::]. Existing XML [::query::] languages often resort to recursive function or recursive predicate to present recursive XML [::query::]. However, this approach implicitly adopts a tuple-oriented way to [::query::] processing which is not fit for the set-oriented data processing in databases. In this paper, we propose a new appr...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN']",ENGI
1845,"[{'preferredName': 'Lichun Li', 'normalizedName': 'L. Li', 'firstName': 'Lichun', 'lastName': 'Li', 'searchablePreferredName': 'Lichun Li', 'id': 37406687800}, {'preferredName': 'Rongxing Lu', 'normalizedName': 'R. Lu', 'firstName': 'Rongxing', 'lastName': 'Lu', 'searchablePreferredName': 'Rongxing Lu', 'id': 37309741500}, {'preferredName': 'Cheng Huang', 'normalizedName': 'C. Huang', 'firstName': 'Cheng', 'lastName': 'Huang', 'searchablePreferredName': 'Cheng Huang', 'id': 37085646701}]",6488907,April 2016,7206527,EPLQ: Efficient Privacy-Preserving Location-Based Query Over Outsourced Encrypted Data,1635,"With the pervasiveness of smart phones, location-based services (LBS) have received considerable attention and become more popular and vital recently. However, the use of LBS also poses a potential threat to user&#39;s location privacy. In this paper, aiming at spatial range [::query::], a popular LBS providing information about points of interest (POIs) within a given distance, we present an efficien...",Journals,"['SGP', 'CAN', 'CHN']",ENGI
1846,"[{'preferredName': 'Honghui Mei', 'normalizedName': 'H. Mei', 'firstName': 'Honghui', 'lastName': 'Mei', 'searchablePreferredName': 'Honghui Mei', 'id': 37085541429}, {'preferredName': 'Wei Chen', 'normalizedName': 'W. Chen', 'firstName': 'Wei', 'lastName': 'Chen', 'searchablePreferredName': 'Wei Chen', 'id': 37291847800}, {'preferredName': 'Yating Wei', 'normalizedName': 'Y. Wei', 'firstName': 'Yating', 'lastName': 'Wei', 'searchablePreferredName': 'Yating Wei', 'id': 37087100051}, {'preferredName': 'Yuanzhe Hu', 'normalizedName': 'Y. Hu', 'firstName': 'Yuanzhe', 'lastName': 'Hu', 'searchablePreferredName': 'Yuanzhe Hu', 'id': 37087100719}, {'preferredName': 'Shuyue Zhou', 'normalizedName': 'S. Zhou', 'firstName': 'Shuyue', 'lastName': 'Zhou', 'searchablePreferredName': 'Shuyue Zhou', 'id': 37087102451}, {'preferredName': 'Bingru Lin', 'normalizedName': 'B. Lin', 'firstName': 'Bingru', 'lastName': 'Lin', 'searchablePreferredName': 'Bingru Lin', 'id': 37087099848}, {'preferredName': 'Ying Zhao', 'normalizedName': 'Y. Zhao', 'firstName': 'Ying', 'lastName': 'Zhao', 'searchablePreferredName': 'Ying Zhao', 'id': 37085336513}, {'preferredName': 'Jiazhi Xia', 'normalizedName': 'J. Xia', 'firstName': 'Jiazhi', 'lastName': 'Xia', 'searchablePreferredName': 'Jiazhi Xia', 'id': 37531405500}]",2945,Jan. 2020,8807303,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,722,"Analysts commonly investigate the data distributions derived from statistical aggregations of data that are represented by charts, such as histograms and binned scatterplots, to visualize and analyze a large-scale dataset. Aggregate [::queries::] are implicitly executed through such a process. Datasets are constantly extremely large; thus, the response time should be accelerated by calculating pre...",Journals,"[None, 'CHN', 'CHN', None, None, 'CHN', 'CHN', 'CHN']",ENGI
1847,"[{'preferredName': 'Yunjun Gao', 'normalizedName': 'Y. Gao', 'firstName': 'Yunjun', 'lastName': 'Gao', 'searchablePreferredName': 'Yunjun Gao', 'id': 37633584000}, {'preferredName': 'Qing Liu', 'normalizedName': 'Q. Liu', 'firstName': 'Qing', 'lastName': 'Liu', 'searchablePreferredName': 'Qing Liu', 'id': 37085829526}, {'preferredName': 'Gang Chen', 'normalizedName': 'G. Chen', 'firstName': 'Gang', 'lastName': 'Chen', 'searchablePreferredName': 'Gang Chen', 'id': 37335255200}, {'preferredName': 'Linlin Zhou', 'normalizedName': 'L. Zhou', 'firstName': 'Linlin', 'lastName': 'Zhou', 'searchablePreferredName': 'Linlin Zhou', 'id': 37085830413}, {'preferredName': 'Baihua Zheng', 'normalizedName': 'B. Zheng', 'firstName': 'Baihua', 'lastName': 'Zheng', 'searchablePreferredName': 'Baihua Zheng', 'id': 37272833500}]",69,1 Nov. 2016,7542499,Finding Causality and Responsibility for Probabilistic Reverse Skyline Query Non-Answers,322,"Causality and responsibility is an essential tool in the database community for providing intuitive explanations for answers/non-answers to [::queries::]. Causality denotes the causes for the answers/non-answers to [::queries::], and responsibility represents the degree of a cause which reflects its influence on the answers/non-answers to [::queries::]. In this paper, we study the causality and re...",Journals,"['CHN', 'CHN', 'CHN', 'CHN', 'SGP']",ENGI
1848,"[{'preferredName': 'Felix Härer', 'normalizedName': 'F. Härer', 'firstName': 'Felix', 'lastName': 'Härer', 'searchablePreferredName': 'Felix Härer', 'id': 37086947994}]",10035029,14-16 Oct. 2022,10035048,Towards Interoperability of Open and Permissionless Blockchains: A Cross-Chain Query Language,142,"The rise of open and permissionless blockchains has introduced novel platforms for applications based on distributed data storage. At the application and business levels, long-established [::query::] languages such as SQL provide interoperability that can be complemented by blockchain-based data storage today, enabling permissionless and verifiable data storage along with decentralized execution a...",Conferences,['CHE'],ENGI
1849,"[{'preferredName': 'Zihang Yao', 'normalizedName': 'Z. Yao', 'firstName': 'Zihang', 'lastName': 'Yao', 'searchablePreferredName': 'Zihang Yao', 'id': 37089018829}, {'preferredName': 'Rong Chen', 'normalizedName': 'R. Chen', 'firstName': 'Rong', 'lastName': 'Chen', 'searchablePreferredName': 'Rong Chen', 'id': 37086390262}, {'preferredName': 'Binyu Zang', 'normalizedName': 'B. Zang', 'firstName': 'Binyu', 'lastName': 'Zang', 'searchablePreferredName': 'Binyu Zang', 'id': 37540644700}, {'preferredName': 'Haibo Chen', 'normalizedName': 'H. Chen', 'firstName': 'Haibo', 'lastName': 'Chen', 'searchablePreferredName': 'Haibo Chen', 'id': 37539848500}]",71,1 July 2022,9582823,Wukong+G: Fast and Concurrent RDF Query Processing Using RDMA-Assisted GPU Graph Exploration,788,"RDF graph has been increasingly used to store and represent information shared over the Web, including social graphs and knowledge bases. With the increasing scale of RDF graphs and the concurrency level of SPARQL [::queries::], current RDF systems are confronted with inefficient concurrent [::query::] processing on massive data parallelism. The situation becomes more severe in the face of data-in...",Journals,"['CHN', 'CHN', 'CHN', 'CHN']",ENGI
1850,"[{'preferredName': 'Hui Zhang', 'normalizedName': 'H. Zhang', 'firstName': 'Hui', 'lastName': 'Zhang', 'searchablePreferredName': 'Hui Zhang', 'id': 37090071379}, {'preferredName': 'Dexing Jia', 'normalizedName': 'D. Jia', 'firstName': 'Dexing', 'lastName': 'Jia', 'searchablePreferredName': 'Dexing Jia', 'id': 37090064052}, {'preferredName': 'Lei Chen', 'normalizedName': 'L. Chen', 'firstName': 'Lei', 'lastName': 'Chen', 'searchablePreferredName': 'Lei Chen', 'id': 37089908837}, {'preferredName': 'Xiongru Wang', 'normalizedName': 'X. Wang', 'firstName': 'Xiongru', 'lastName': 'Wang', 'searchablePreferredName': 'Xiongru Wang', 'id': 37090002045}, {'preferredName': 'Shuai Wang', 'normalizedName': 'S. Wang', 'firstName': 'Shuai', 'lastName': 'Wang', 'searchablePreferredName': 'Shuai Wang', 'id': 37090019254}, {'preferredName': 'Rui Li', 'normalizedName': 'R. Li', 'firstName': 'Rui', 'lastName': 'Li', 'searchablePreferredName': 'Rui Li', 'id': 37089173420}]",10450150,17-19 Nov. 2023,10452115,Acceleration and Implementation of Database Aggregation Query Based on FPGA,4,"Database is an important carrier to meet information overall management. With the continuous development of global information construction in recent years, the types and quantities of information stored in databases are increasing. Implementing high-speed [::query::] response to massive database storage resources through hardware-level optimization design has become an important research directio...",Conferences,"[None, 'CHN', 'CHN', 'CHN', 'CHN', 'CHN']",ENGI
1851,"[{'preferredName': 'Hasan M. Jamil', 'normalizedName': 'H. M. Jamil', 'firstName': 'Hasan M.', 'lastName': 'Jamil', 'searchablePreferredName': 'Hasan M. Jamil', 'id': 37283176600}]",6120121,12-15 Nov. 2011,6120501,Toward a Cooperative Natural Language Query Interface for Biological Databases,99,"One of the many unique features of biological databases is that the mere existence of a ground data item is not always a precondition for a [::query::] response. From a biologist&#39;s standpoint, [::queries::] are not always best posed using a structured language. By this we mean that approximate and flexible responses to natural language like [::queries::] are well suited for this domain. This is pa...",Conferences,['USA'],ENGI
1852,"[{'preferredName': 'Vivekananthamoorthy Natarajan', 'normalizedName': 'V. Natarajan', 'firstName': 'Vivekananthamoorthy', 'lastName': 'Natarajan', 'searchablePreferredName': 'Vivekananthamoorthy Natarajan', 'id': 37089652434}, {'preferredName': 'Sankar Shanmuganathan', 'normalizedName': 'S. Shanmuganathan', 'firstName': 'Sankar', 'lastName': 'Shanmuganathan', 'searchablePreferredName': 'Sankar Shanmuganathan', 'id': 37089650664}]",9987721,8-9 Oct. 2022,9989024,Understanding Query Intention in Search Queries of Learners in Blended Learning Environments,43,"In spite of the flexibility of learning, at any time, any place, and any pace, the student engagement decides success of the e-learning portals today. The ‘Search’ plays vital role in directing the learners to land in the correct web portal that can satisfy their needs and goals in the blended learning environments. The objective of this experimental study is to collect the user behavior of the on...",Conferences,"['IOT', 'IOT']",ENGI
1853,"[{'preferredName': 'Samamon Khemmarat', 'normalizedName': 'S. Khemmarat', 'firstName': 'Samamon', 'lastName': 'Khemmarat', 'searchablePreferredName': 'Samamon Khemmarat', 'id': 38234353000}, {'preferredName': 'Lixin Gao', 'normalizedName': 'L. Gao', 'firstName': 'Lixin', 'lastName': 'Gao', 'searchablePreferredName': 'Lixin Gao', 'id': 37274359500}]",69,1 May 2016,7360177,Fast Top-K Path-Based Relevance Query on Massive Graphs,442,"Obtaining the items highly-relevant to a given set of [::query::] items is a key task for various applications, such as recommendation and relationship prediction. A family of path-based relevance metrics, which quantify item relevance based on the paths in an item graph, have been shown to be effective in capturing the relevance in many applications. Despite their effectiveness, path-based releva...",Journals,"['BHS', None]",ENGI
1854,"[{'preferredName': 'Thanh Tran', 'normalizedName': 'T. Tran', 'firstName': 'Thanh', 'lastName': 'Tran', 'searchablePreferredName': 'Thanh Tran', 'id': 37686670800}, {'preferredName': 'Lei Zhang', 'normalizedName': 'L. Zhang', 'firstName': 'Lei', 'lastName': 'Zhang', 'searchablePreferredName': 'Lei Zhang', 'id': 37086107360}]",69,Feb. 2014,6412667,Keyword Query Routing,1877,Keyword search is an intuitive paradigm for searching linked data sources on the web. We propose to route keywords only to relevant sources to reduce the high cost of processing keyword search [::queries::] over all sources. We propose a novel method for computing top-k routing plans based on their potentials to contain results for a given keyword [::query::]. We employ a keyword-element relations...,Journals,"['DEU', 'DEU']",ENGI
